instruction,intent
i need information about thje fucking early termination charges where can i find it,ask_policy 
id like to know more about the fucking cancellation fees could ya find some information,ask_policy 
wanna see the cancellation charges,ask_policy 
I'd like to know more about the fucking early termintion fees will ufind some information,ask_policy 
id like information about the early termination fees how can i find it,ask_policy 
"I have to see the cancellation fees, can I get some help ?",ask_policy 
I'd like to know more about the fucking early termination charges find some information,ask_policy 
I'd like information about the cancellation charges,ask_policy 
i got to see the candellation fees how can i do it,ask_policy 
help me checking the fucking early termination fees,ask_policy 
i have to check the fucking early temrination fees where can i do it,ask_policy 
can ya help me checking the early termination fees,ask_policy 
I'd like to know about the fucking early termination charges will ya give me some niformation,ask_policy 
I'd like to check the cancellation fees how can i do it,ask_policy 
wanna check the early trmination charges will ya help me,ask_policy 
"I am looking for information about the early termination fees, how could I find it?",ask_policy 
"I have to check the fucking cancellation fees, help me",ask_policy 
how could i find information about the early termination charges,ask_policy 
"I need information about the early termination fees, how can I get it?",ask_policy 
can ushow me the cancellation fees,ask_policy 
I'd like information about the early termination charges where can I find it,ask_policy 
id like to check the early termination fees where could i do it,ask_policy 
wanna check the cancellation charges how do i do it,ask_policy 
could i see the cancellation fees,ask_policy 
"I'd like to know about the early termination fees, how could I get more information?",ask_policy 
"I need to check the cancellation fees, how could I do it?",ask_policy 
wanna see the cancellation fees can uhelp me,ask_policy 
I want help to check the early termination charges,ask_policy 
I'd like to know about the early termination charges can ya give me some information,ask_policy 
I'm looking for information about the fucking early termination charges how could i find it,ask_policy 
can i see the fucking cancellation fees,ask_policy 
"I'd like to know about the cancellation charges, give me some information",ask_policy 
check the fuckng cancellation fees,ask_policy 
wanna check the early termination charges how to do it,ask_policy 
"I want to check the fucking early termination fees , could I get some help?",ask_policy 
whree to see the early termination charges,ask_policy 
how could I see the ficking early termination charges?,ask_policy 
i got to check the early termination fees i need assistance,ask_policy 
"I got to see the cancellation charges, how do I do it?",ask_policy 
"I'd like to know more about the fucking early termination fees, can you find some information?",ask_policy 
i want assistance to check the early termination charges,ask_policy 
"I would like to know about the fucking cancellation charges, where do I get more information?",ask_policy 
i have to see the early termination fees could i get some help,ask_policy 
need to check the early termination fees where  to do it,ask_policy 
"I am looking for information about the early termination charges, I need assistance",ask_policy 
"I would like to know about the cancellation fees, where do I get more information?",ask_policy 
give me information about the cancellation fees,ask_policy 
id like to know more about the cancellation fees give me some information,ask_policy 
can you show me the fucking early termination fees?,ask_policy 
how can I check the fucking early termination charges?,ask_policy 
"I got to check the cancellation fees, will you help me?",ask_policy 
id like to see te cancellation fees how could i do it,ask_policy 
"I need information about the fucking early termination charges, where could I find it?",ask_policy 
"I want to know about the early termination charges, give me some information",ask_policy 
can I see the fucking cancellation fees?,ask_policy 
"I got to see the fucking cancellation charges, I need assistance",ask_policy 
I'd like information about the early termination charges where could I get it,ask_policy 
id like to see the early termination fees i need assistance,ask_policy 
id like to know about the fucking early termination fees find some information,ask_policy 
"I need to check the fucking cancellation fees, how do I do it?",ask_policy 
wanna know more about the fucking early termination charges can ya give me some information,ask_policy 
"I got to see the fucking early termination charges, can you help me?",ask_policy 
i got to check the cancellation charges how can i do it,ask_policy 
"I need to see the fucking cancellation fees, help me",ask_policy 
"I would like to check the early termination fees, could I get some help?",ask_policy 
I'd like to check the fucking cancellation fees where could i do it,ask_policy 
"I want to know about the cancellation fees, where can I find more information?",ask_policy 
"I want to know about the fucking cancellation charges, where can I find more information?",ask_policy 
